build,beta,rho,winner,best,margin,rec_ALL,rec_FILTER,rec_IPW_est,rec_IPW_oracle
D_both,3.0,0.0,ALL,ALL,0.08171811774513027,0.9973698432650666,0.8640876621944097,0.9156517255199363,0.970217494573776
D_both,3.0,0.25,ALL,ALL,0.08188108770904867,0.9903787500434038,0.8640876621944097,0.9084976623343551,0.970217494573776
D_both,3.0,0.5,ALL,ALL,0.009805873135985799,0.898131781347166,0.8640876621944097,0.8883259082111802,0.970217494573776
D_both,3.0,0.75,FILTER,FILTER,0.02070412483489681,0.8315694452898609,0.8640876621944097,0.8433835373595129,0.970217494573776
D_both,3.0,1.0,FILTER,FILTER,0.02574223022696387,0.826390345819002,0.8640876621944097,0.8383454319674458,0.970217494573776
D_both,4.0,0.0,ALL,ALL,0.10541201932981892,0.9966494075901642,0.8463906452038646,0.8912373882603453,0.9536075004646989
D_both,4.0,0.25,ALL,ALL,0.10237289748521128,0.9885049096492664,0.8463906452038646,0.8861320121640551,0.9536075004646989
D_both,4.0,0.5,ALL,ALL,0.022256209131166882,0.8944042819046527,0.8463906452038646,0.8721480727734858,0.9536075004646989
D_both,4.0,0.75,FILTER,FILTER,0.01458958642566166,0.8255981628326662,0.8463906452038646,0.831801058778203,0.9536075004646989
D_both,4.0,1.0,FILTER,FILTER,0.01970638238581912,0.8211534960041064,0.8463906452038646,0.8266842628180455,0.9536075004646989
